vendor,slug,status,scim_plan,scim_price_text,team_price_text,pricing_page_url,team_plan,team_price_per_user_mo,scim_price_per_user_mo,price_multiplier,notes,last_verified
Raygun,raygun,none,—,—,Basic: $40/mo (annual),https://raygun.com/pricing,Basic (Crash Reporting),,,,"Per-module volume pricing (not per-user). SAML SSO available as add-on/Business plan, but no SCIM publicly documented across any tier.",2026-06-12
ReadMe,readme,none,—,—,"Pro: $250/mo (annual, flat)",https://readme.com/pricing,Pro,,,,"ReadMe offers SAML SSO/OAuth on Business+/Enterprise but does not currently offer SCIM provisioning. Status changed from 'unknown' to 'none'. Enterprise starts $3,000+/mo. Pro is flat-priced.",2026-06-12
Reclaim.ai,reclaim-ai,gated,Enterprise,Enterprise: $22/seat/mo (monthly) or $18/seat/mo annual,Starter: $10/seat/mo (monthly) or $8/seat/mo annual,https://reclaim.ai/pricing,Starter,10,22,2.2,Now part of Dropbox (acquired Aug 2024). Pricing unchanged: Enterprise $22/seat/mo monthly adds SCIM + SSO + domain capture. Free Lite tier exists.,2026-06-12
Recruitee,recruitee,unknown,—,—,"Start: ~EUR 199-301/mo (annual), Contact Sales",https://recruitee.com/pricing,Start,,,,"Tellent Recruitee shows tier names (Start, Advance, Optimize) only; specific pricing not published. SAML SSO available on Optimize tier; SCIM not publicly documented. Could not fully verify SCIM availability on 2026-06-12.",2026-06-12
Remote.com,remote-com,gated,Enterprise/Scale,Contact Sales,Contractor: $29/contractor/mo,https://remote.com/pricing,Contractor Management,29,,,EOR is $599/emp/mo annual or $699 monthly. Contractor flat $29. SCIM publicly documented but plan/tier requirements remain Contact Sales-gated.,2026-06-12
Resend,resend,none,—,—,Pro: $20-$35/mo (flat by volume),https://resend.com/pricing,Pro,,,,"Volume-based pricing (Free 3K/mo, Pro $20+, Scale $90+, Enterprise custom). Enterprise mentions SSO but no SCIM documented at any tier.",2026-06-12
Resource Guru,resource-guru,none,—,—,Grasshopper: $4.16/person/mo (annual),https://resourceguruapp.com/pricing,Grasshopper,4.16,,,SSO/SAML available on Master plan ($10/person/mo) for 30+ users. No SCIM documented on any plan per pricing page and help docs. Status changed from 'unknown' to 'none'.,2026-06-12
Retool,retool,gated,Enterprise,Contact Sales,Team: $10/builder/mo + $5/end-user/mo,https://retool.com/pricing,Team,10,,,"Tiers: Free, Team ($10/builder), Business ($50/builder), Enterprise (custom). SAML SSO at Business; SCIM gated to Enterprise per Retool docs. Status changed from 'unknown' to 'gated'.",2026-06-12
Retrium,retrium,gated,Business,Business: $59/mo per team room,Team: $39/mo per team room,https://www.retrium.com/pricing,Team,,,1.5,"Flat per-team-room pricing, not per-user. Business plan ($59/room/mo) adds SAML SSO + SCIM (User Management SCIM API). Enterprise tier for 25+ teams. SCIM is at Business tier, not Enterprise; multiplier reflects $59/$39 flat.",2026-06-12
Riddle,riddle,none,—,—,Essential: $59/mo (flat),https://www.riddle.com/pricing/,Essential,,,,"Tiers: Essential $59, Pro $119, Business $249, Enterprise $749/mo (all flat, monthly). Enterprise includes SSO but no SCIM publicly documented.",2026-06-12
RingCentral,ringcentral,free,Core,Included on all paid plans,Core: $20/u/mo (annual),https://www.ringcentral.com/office/plansandpricing.html,Core,20,20,1,"SCIM 2.0 supported across all paid tiers (Core $20, Advanced $25, Ultra $35 annual). Caveat: licenses must be pre-purchased before SCIM can provision. 'Free' status reflects SCIM available at the cheapest paid tier.",2026-06-12
Rippling,rippling,gated,IAM module (add-on),Contact Sales (~+$8/u/mo IAM module),Core: ~$8/u/mo + $35/mo platform fee,https://www.rippling.com/pricing,Unity Platform (HRIS core),8,,,"Pricing publicly opaque (Contact Sales). IAM module ~$8/u/mo for SSO+SCIM, requires base Unity HRIS subscription. $2,000 implementation fee.",2026-06-12
Rocket.Chat Cloud,rocket-chat-cloud,gated,Enterprise,Contact Sales (~$10+/u/mo),"Starter: Free (self-hosted, <50 users)",https://www.rocket.chat/pricing,Starter (self-hosted free),0,,,Pro plan retired to legacy April 2026. Free Starter is self-hosted only. Enterprise gates SCIM. Status changed from 'none' to 'gated' as Enterprise supports SCIM via directory group mapping.,2026-06-12
Rollbar,rollbar,gated,Advanced,Advanced: ~$32.50-$99/mo (volume-based),Essentials: ~$15.83-$31/mo (volume-based),https://rollbar.com/pricing/,Essentials,,,2.1,"Volume-based pricing tied to event count, not per-user. Advanced ($32.50/mo) adds SAML SSO + SCIM provisioning. Multiplier ~2.1x at entry volume.",2026-06-12
Row Zero,row-zero,gated,Enterprise,Enterprise: starts ~$30/u/mo (Contact Sales),Pro: $12/u/mo,https://rowzero.com/pricing,Pro,12,30,2.5,Enterprise plans now publicly note SSO+SCIM+OAuth (Microsoft Entra SCIM docs available). Enterprise starts ~$30/u/mo per recent sources; still custom-quoted.,2026-06-12
Rows,rows,none,—,—,Plus: $8/u/mo (monthly) or $6/u/mo (annual),https://rows.com/pricing,Plus,8,,,"Tiers: Free, Plus $8/u, Pro $79+$8/u, Enterprise custom. SAML SSO at Pro+; no SCIM publicly documented. Status changed from 'unknown' to 'none'.",2026-06-12
Runway,runway,gated,Enterprise,Contact Sales,Standard: $12/u/mo (annual) or $15 monthly,https://runwayml.com/pricing,Standard,12,,,"Tiers: Free, Standard $12, Pro $28, Max/Unlimited $76, Enterprise custom. Enterprise includes SSO + compliance + workspace analytics; SCIM bundled with Enterprise.",2026-06-12
Sage Intacct,sage-intacct,none,—,—,"Contact Sales (~$12,000/yr minimum)",https://www.sage.com/en-us/sage-business-cloud/intacct/pricing/,Base,,,,No native SCIM endpoint. SAML SSO only via Okta/Entra. Provisioning requires third-party connector (Aquera) or custom XML API integration.,2026-06-12
Salesforce,salesforce,gated,Enterprise,Enterprise: $175/u/mo,Starter: $25/u/mo,https://www.salesforce.com/pricing/,Starter Suite,25,175,7,SCIM gated behind Enterprise edition. 7x jump from Starter ($25) to Enterprise ($175). Pro Suite ($100) sits between but does not include SCIM. Prices raised ~6% in late 2025.,2026-06-12
Salesloft,salesloft,gated,Premier (Enterprise),"Contact Sales (~$165-180/u/mo, ~$2,160/u/yr)","~$125/u/mo (custom quote, ~$1,000/u/yr base)",https://www.salesloft.com/pricing/,Essentials/Advanced,125,180,1.4,Salesloft does not publish list pricing. Third-party data places base around $125/u/mo and SCIM-enabled Premier/Enterprise around $180/u/mo. SCIM requires Enterprise tier.,2026-06-12
Sanity,sanity,none,—,Not offered,Growth: $15/u/mo,https://www.sanity.io/pricing,Growth,15,,,"Sanity does not support SCIM on any plan. Relies on SAML role mapping for user provisioning. SAML SSO is a $1,399/mo Growth add-on or included in Enterprise.",2026-06-12
Sauce Labs,sauce-labs,gated,Enterprise,Contact Sales,"Live Testing: $39/mo (concurrent VM, unlimited users)",https://saucelabs.com/pricing,Live Testing,,,,"Sauce Labs prices by concurrent VM capacity, not per user (unlimited users on all plans). SCIM available via Okta integration on Enterprise tier. Multipliers not meaningful given consumption model.",2026-06-12
ScreenCloud,screencloud,gated,Enterprise,Contact Sales (25-screen minimum),Core: $20/screen/mo,https://screencloud.com/pricing,Core,20,,,"Priced per screen, not per user. SCIM, SSO, and API gated to Enterprise tier with 25-screen minimum.",2026-06-12
Secureframe,secureframe,gated,Complete,"Complete: ~$14,000-20,000/yr","Fundamentals: ~$7,500-12,000/yr",https://secureframe.com/pricing,Fundamentals,,,1.8,Plans renamed in 2026 to Fundamentals/Complete/Defense. SCIM available on Complete tier but must email accountmanagement@secureframe.com to enable. Per-user pricing not published; multiplier estimated from annual contract ratio (~$20K vs ~$11K midpoints).,2026-06-12
Segment,segment,gated,Business + SSO Edition add-on,Contact Sales,Team: custom quote (~$120/mo starting),https://segment.com/pricing/,Team,,,,"SCIM gated to Business tier and requires separate SSO Edition add-on. Twilio Console SCIM still in beta. Pricing by MTU volume, not per user.",2026-06-12
Sender.net,sender-net,none,—,Not offered,"Starter: $17/mo (1,000 contacts)",https://www.sender.net/pricing/,Starter,,,,"No SCIM at any tier. Enterprise plan offers SAML v2 SSO and advanced user permissions but no SCIM provisioning. Priced by contacts, not users.",2026-06-12
SendGrid,sendgrid,gated,"Premier (via Twilio Organizations API, private beta)","Contact Sales ($1,000+/mo)",Essentials: $14.95-29.95/mo,https://sendgrid.com/en-us/pricing,Essentials,,,,SCIM in private beta via Twilio Organizations API. Requires Premier-tier engagement with account executive. JIT provisioning is the only standard option today (read-only Restricted Access by default).,2026-06-12
Sendinblue / Brevo,sendinblue-brevo,gated,Enterprise,"Contact Sales (~$10,000/yr+, SAML SSO add-on $324/mo on Professional)",Starter: ~$9/mo,https://www.brevo.com/pricing/,Starter,,,,"SAML SSO available on Professional as $324/mo add-on or included in Enterprise. SCIM only on Enterprise. Pricing by contacts/sends, not per user.",2026-06-12
SentinelOne,sentinelone,gated,Singularity Enterprise,Contact Sales (~$12-16/endpoint/mo),Core: ~$69.99/endpoint/yr (~$5.83/endpoint/mo),https://www.sentinelone.com/pricing/,Singularity Core,5.83,14,2.4,Per-endpoint pricing. SCIM gated to Singularity Enterprise tier (custom quote). Multiplier computed from Core ($5.83/endpoint/mo) vs Enterprise (~$14/endpoint/mo midpoint).,2026-06-12
Sentry,sentry,gated,Business,Business: $80/mo base (annual),Team: $26/mo base (annual),https://sentry.io/pricing/,Team,26,80,3.1,"SCIM gated to Business tier ($80/mo annual / $89/mo monthly) or Enterprise. Not available on Team. Base subscription price (org-level, not per user).",2026-06-12
ServiceNow,servicenow,gated,Advanced or Prime,Contact Sales (custom),Foundation: Contact Sales (custom),https://www.servicenow.com/pricing.html,Foundation,,,,Consolidated to Foundation/Advanced/Prime on 9 April 2026 (replacing 5 legacy tiers). No public pricing. Identity governance bundled across all AI-native tiers but enterprise SCIM/SSO requires Advanced or Prime.,2026-06-12
ServiceTitan,servicetitan,unknown,—,Contact Sales,Starter: ~$245-300/tech/mo,https://www.servicetitan.com/pricing,Starter,270,,,ServiceTitan does not publish pricing or document SCIM support publicly. Pricing per tech ranges $245-500/mo across Starter/Essentials/Works. SCIM availability not confirmed.,2026-06-12
Shopify,shopify,gated,Plus,"Plus: $2,300/mo",Basic: $29/mo (annual) or $39/mo (monthly),https://www.shopify.com/pricing,Basic,29,2300,79.3,"Org-level pricing (not per user). Basic at $29/mo annual ($39 monthly). Plus tier required for SAML SSO and SCIM at $2,300/mo. 79.3x multiplier from Basic to Plus.",2026-06-12
Short.io,short-io,none,—,Not offered (SAML SSO only on Enterprise $148/mo),Personal: $20/mo,https://short.io/pricing,Personal/Team,,,,"Enterprise plan ($148/mo) includes SAML SSO with major IdPs but SCIM not documented or supported. Pricing per workspace, not per user.",2026-06-12
Shortcut,shortcut,gated,Business,Business: $12/u/mo (annual),Team: $8.50/u/mo (annual),https://shortcut.com/pricing,Team,8.5,12,1.4,Business plan at $12/u/mo includes SSO and SCIM (was previously an add-on). Enterprise pricing custom for 100+ seat deployments. 1.4x multiplier Team to Business.,2026-06-12
Slack,slack,gated,Business+,Business+: $15/u/mo (annual),Pro: $7.25/u/mo (annual),https://slack.com/pricing,Pro,7.25,15,2.1,Business+ raised from $12.50 to $15/u/mo in 2025 due to AI bundling. SCIM provisioning gated to Business+ and above. Enterprise+ (formerly Grid/Select) consolidated August 2024.,2026-06-12
Slido,slido,gated,Enterprise,Contact Sales (~$200/mo for 3 users),Engage: ~$10/mo (up to 100 participants),https://www.slido.com/pricing,Engage,,,,"SCIM and Member/Participant SSO only on Enterprise. Included free with paid Webex licenses (Starter+) after Cisco acquisition. Pricing by participant capacity, not per user.",2026-06-12
Smartling,smartling,unknown,—,Contact Sales,Core: free to start (volume-based),https://www.smartling.com/pricing/,Core,,,,"Smartling offers SAML SSO on Enterprise but no published SCIM documentation. Pricing by translation volume, not per user. SCIM availability not publicly confirmed.",2026-06-12
Smartsheet,smartsheet,gated,Enterprise,Contact Sales (~$30-50/u/mo),Pro: $9/u/mo,https://www.smartsheet.com/pricing,Pro,9,40,4.4,"Pro at $9/u/mo, Business at $32/u/mo. SCIM only on Enterprise (~$30-50/u/mo based on third-party data). SCIM permanently deletes users on deprovisioning - no soft-delete option.",2026-06-12
Snowflake,snowflake,free,Standard (all editions),Included (~$2.00-2.50/credit),Standard: ~$2.00-2.50/credit (consumption),https://www.snowflake.com/pricing/,Standard,,,1,"SCIM 2.0 included in all editions (Standard, Enterprise, Business Critical, VPS). Token refresh required every 6 months. Native roles not SCIM-managed. Consumption-priced.",2026-06-12
Snyk,snyk,gated,Enterprise,Contact Sales ($5K-70K+/yr),Team: $25/contributing dev/mo,https://snyk.io/plans/,Team,25,,,No native SCIM. Enterprise offers custom-attribute auto-provisioning via SAML/OIDC SSO with account-team setup - effectively a manual SCIM-like alternative. Status upgraded from 'none' to 'gated' to reflect this.,2026-06-12
SocialPilot,socialpilot,none,—,Not offered (SSO only on Enterprise),Essentials: $30/mo,https://www.socialpilot.co/pricing,Essentials,30,,,"Enterprise tier offers SSO and API access but no documented SCIM support. Pricing by accounts/users included, not strict per-user.",2026-06-12
SonarQube Cloud,sonarqube-cloud,gated,Enterprise,"Contact Sales (LOC-based, annual)",Team: ~$32/mo (100K LOC),https://www.sonarsource.com/plans-and-pricing/sonarcloud/,Team,,,,"Formerly SonarCloud. Pricing by lines of code analyzed. SCIM and advanced SSO gated to Enterprise tier (annual billing only, custom quote).",2026-06-12
Spark Hire,spark-hire,gated,Enterprise (via WorkOS),Contact Sales,Lite: $149/mo flat (up to 50 employees),https://www.sparkhire.com/pricing/,Lite,,,,"Plans are flat monthly (Lite $149, Pro $299, Growth $499, Enterprise custom). SSO/SCIM via WorkOS reachable through CSM/Sales; Spark Hire Recruit documents SCIM URL. Treated as gated/Contact Sales.",2026-06-12
Splashtop,splashtop,gated,Enterprise,Contact Sales,Pro: $8.25/u/mo (annual),https://www.splashtop.com/pricing,Pro (Business Access),8.25,,,"SCIM provisioning (Entra ID, Okta, OneLogin, JumpCloud) only on Splashtop Enterprise. Performance plan $13/u/mo sits below Enterprise.",2026-06-12
Splunk,splunk,gated,Enterprise (Splunk Cloud 9.1+),Contact Sales,Workload-based / Contact Sales,https://www.splunk.com/en_us/products/pricing.html,Splunk Cloud (workload-based),,,,Splunk Cloud SCIM is deprovision-only (no create/update) and requires Enterprise tier with SAML SSO. Pricing not publicly disclosed.,2026-06-12
StackHawk,stackhawk,unknown,—,—,Pro: $49/contributor/mo (20-contributor minimum),https://www.stackhawk.com/pricing/,Pro,49,,,SSO/SAML is documented on Enterprise tier; native SCIM provisioning not publicly documented as of 2026-06-12. Status kept as unknown.,2026-06-12
StatusGator,statusgator,gated,Enterprise (custom),Enterprise: from $799/mo,Starter: $72/mo flat (1 user),https://statusgator.com/pricing,Starter,,,,"SSO available on Team ($137/mo) and above; SCIM and other advanced identity features only on Enterprise (custom, starts $799/mo).",2026-06-12
Stoplight,stoplight,none,—,—,Basic: $44/mo + $11/user (annual),https://stoplight.io/pricing,Basic,,,,SCIM is listed on Stoplight SmartBear product roadmap as not yet shipped. No SCIM on any plan today.,2026-06-12
StreamYard,streamyard,unknown,—,—,Core: $35.99/mo flat (annual),https://streamyard.com/pricing,Core,,,,"No native SCIM doc; OneLogin connector exists for provisioning. Pricing flat per plan (Core $35.99, Advanced $68.99, Business $249, Enterprise custom).",2026-06-12
SurveyMonkey,surveymonkey,gated,Enterprise,Contact Sales,"Team Advantage: $30/u/mo (3+ users, annual)",https://www.surveymonkey.com/pricing/,Team Advantage,30,,,"SCIM is Enterprise-only and requires SSO. Pricing not public; avg deal ~$38,808/yr per Vendr.",2026-06-12
Tableau,tableau,free,All Tableau Cloud plans (SAML/OIDC prereq),$15/u/mo (Viewer),Viewer: $15/u/mo (annual),https://www.tableau.com/pricing,Viewer (Tableau Cloud Standard),15,15,,"SCIM available on all Tableau Cloud tiers (Viewer $15, Explorer $42, Creator $75) as long as SSO is configured. Status free.",2026-06-12
TeamViewer,teamviewer,gated,Tensor (Enterprise),Contact Sales,Business: $50.90/mo flat (single user),https://www.teamviewer.com/en/pricing/,Business,,,,"SCIM provisioning (Entra ID, Okta, OneLogin, ADFS) requires Tensor license. Standard tiers (Remote Access $24.90, Business $50.90, Premium $112.90, Corporate $229.90) are flat-monthly with seat caps.",2026-06-12
Teamwork,teamwork,gated,Enterprise,Contact Sales,"Deliver: $10.99/u/mo (3-user min, annual)",https://www.teamwork.com/pricing/,Deliver,10.99,,,"SCIM/automatic user provisioning is gated to Enterprise (custom pricing). Plans: Free, Deliver $10.99, Grow $19.99, Scale $54.99, Enterprise.",2026-06-12
Teleport,teleport,gated,Enterprise (Identity Governance),Contact Sales,Team: ~$12-18/resource/mo (annual),https://goteleport.com/pricing/,Team,,,,"Teleport pricing is per-resource, not per-user. SCIM lives inside Identity Governance, available only on Teleport Enterprise (Cloud or Self-Hosted). Status changed from none to gated.",2026-06-12
Temporal Cloud,temporal-cloud,gated,Business + SCIM add-on (or Enterprise),+$500/mo add-on on top of Business ($500/mo),Essentials: greater of $100/mo or 5% of consumption,https://temporal.io/pricing,Essentials,,,,SCIM requires Enterprise/Mission Critical or a +$500/mo add-on on top of Business plan ($500/mo). SAML SSO also required.,2026-06-12
TestRail Cloud,testrail-cloud,gated,Enterprise,Enterprise: $74/seat/mo,Professional: $37/seat/mo,https://www.testrail.com/pricing/,Professional,37,74,2,"SAML SSO and SCIM provisioning are gated to Cloud Enterprise ($74/seat/mo, annual only). Exactly 2x Professional.",2026-06-12
TextExpander,textexpander,gated,Business,Business: $10.41/u/mo (annual),Business: $10.41/u/mo (annual),https://textexpander.com/pricing,Business,10.41,10.41,1,"SCIM (Okta, Azure, OneLogin) listed as included on Business, Growth, and Enterprise. Plans: Individual $4.16, Business $10.41, Growth $13.54, Enterprise custom. SCIM is no longer Growth-only; it is on Business.",2026-06-12
Toast,toast,none,—,—,Starter Kit: $0 software / hardware + processing fees,https://pos.toasttab.com/pricing,Starter Kit,,,,Toast uses proprietary Toast Login for staff; no SAML SSO or SCIM provisioning. Employee management only via Labor API. Status none.,2026-06-12
Toggl Plan,toggl-plan,none,—,—,Team: $9/u/mo,https://toggl.com/plan/pricing/,Team,9,,,SAML SSO available on Business plan; no native SCIM endpoint. User provisioning only via REST API.,2026-06-12
Toggl Track,toggl-track,none,—,—,Starter: $9/u/mo (annual),https://toggl.com/track/pricing/,Starter,9,,,SAML SSO on Premium ($18/u/mo); no native SCIM. User mgmt via REST API or manual invites.,2026-06-12
Transifex,transifex,none,—,—,Starter: $139/mo flat,https://www.transifex.com/pricing,Starter,,,,"Enterprise+ plan lists SAML SSO and advanced security; SCIM not publicly documented. Plans (annual): Starter $139, Growth $369, Advanced $749, PRO $1549, Enterprise+ custom.",2026-06-12
Trello,trello,gated,Add-on (Atlassian Guard) on Enterprise,Atlassian Guard from $4/u/mo on top of Enterprise $17.50/u/mo,Standard: $5/u/mo (annual),https://trello.com/pricing,Standard,5,21.5,4.3,"SCIM provisioning via Atlassian Guard Standard (~$4/u/mo) on top of Trello Enterprise ($17.50/u/mo, 50-seat min). Combined ~$21.50/u/mo vs $5 Standard.",2026-06-12
Twilio,twilio,gated,Enterprise + SSO Edition add-on,Contact Sales,Usage-based,https://www.twilio.com/en-us/pricing,Pay-as-you-go (usage-based),,,,Twilio SCIM API is GA but restricted to Enterprise plans with the paid SSO Edition add-on. JIT provisioning not supported.,2026-06-12
Typeform,typeform,gated,Enterprise,Contact Sales,Basic: $29/mo flat,https://www.typeform.com/pricing/,Basic,,,,"Plans (flat monthly to ~5 users): Basic $29, Plus $59, Business $99, Growth Essentials $199, Growth Pro $349, Enterprise custom. SSO/SCIM gated to Enterprise.",2026-06-12
Usersnap,usersnap,none,—,—,Startup: $69-$99/mo flat,https://usersnap.com/pricing,Startup,,,,"Enterprise tier lists SSO (SAML, OIDC) but no public SCIM documentation. Treated as none.",2026-06-12
UseWorkshop,useworkshop,unknown,—,—,Essential: from $250/mo (250 employees),https://useworkshop.com/pricing/,Essential,,,,Custom SAML SSO documented on Enhanced and Premium plans. No public SCIM endpoint documentation; HRIS/AD/payroll integrations available. Status kept as unknown.,2026-06-12
Vanta,vanta,gated,Enterprise,Contact Sales,"Core: ~$10,000/yr",https://www.vanta.com/pricing,Core,,,,"Annual contract pricing only. Core ~$10K/yr (single framework), Growth ~$30K, Scale up to ~$80K, Enterprise $49K-$80K+ where SCIM 2.0 lives. Not per-user.",2026-06-12
Veeva Systems,veeva-systems,gated,Vault Enterprise (SCIM 2.0 at /scim/v2),Contact Sales,Contact Sales,https://www.veeva.com/products/,Vault (Base + Named User),,,,"Vault uses base + named-user licensing, all custom. SCIM 2.0 supported on Enterprise per 18R2 release. Industry estimates put per-user at $50-$200/mo but never published.",2026-06-12
Vercel,vercel,gated,Add-on (Directory Sync on Pro) or Enterprise,$150/mo flat add-on (requires $300/mo SAML add-on); included in Enterprise,Pro: $20/u/mo,https://vercel.com/pricing,Pro,20,,,"Status changed: SCIM Directory Sync now available on Pro as $150/mo flat add-on, but requires $300/mo SAML add-on first. Effectively $450/mo extra over Pro base.",2026-06-12
VictorOps / Splunk On-Call,victorops-splunk-on-call,gated,Enterprise / Full-Stack,Enterprise: $25/u/mo (annual),Starter: $5/u/mo (annual),https://www.splunk.com/en_us/products/on-call.html,Starter,5,25,5,"Status moved from partial to gated: SSO/SCIM-class features sit on Enterprise tier ($25/u/mo annual, $45/u/mo monthly). Starter $5/u/mo annual baseline.",2026-06-12
Webflow,webflow,gated,Enterprise,Contact Sales,"Core: $19/mo (workspace, annual)",https://webflow.com/pricing,Core Workspace,19,,,Webflow ships two product lines: site plans (Basic $15/mo) and Workspace plans (Core $19/mo). SCIM provisioning is Enterprise-only and requires SSO to be enabled first.,2026-06-12
Wedo,wedo,gated,Enterprise,Enterprise: CHF 24.90/u/mo,Pro: CHF 19.90/u/mo,https://www.wedo.swiss/pricing/,Pro,22,27.5,1.3,"Swiss vendor; pricing in CHF. USD figures use ~1.10 CHF=USD. Enterprise adds SCIM provisioning, SAML SSO, ADFS, BYOK.",2026-06-12
Weights & Biases,weights-and-biases,gated,Enterprise,Contact Sales,Pro: $50/u/mo,https://wandb.ai/site/pricing/,Pro / Teams,50,,,Pro (formerly Teams) is $50/u/mo for orgs under 50 employees; SCIM and full enterprise security on the custom-priced Enterprise tier.,2026-06-12
Wickr (AWS),wickr-aws,none,—,—,Standard: $5/u/mo,https://aws.amazon.com/wickr/pricing/,Standard,5,,,"AWS Wickr supports SSO (OIDC/SAML, Active Directory sync via ADFS) but no native SCIM provisioning. Premium tier up to $25/u/mo.",2026-06-12
Wix,wix,gated,Enterprise,Contact Sales (Enterprise starts ~$500/mo),Light: $17/mo flat (1 contributor),https://www.wix.com/upgrade/website,Light,17,,,"Wix site plans are flat per-site, not per-user. Light $17/mo is single-contributor; team features and SCIM-class identity sit on custom-priced Enterprise.",2026-06-12
Workable,workable,gated,Premier / Enterprise,"Premier $599/mo, Enterprise $719/mo flat",Standard: $299/mo flat,https://www.workable.com/pricing,Standard,,,2.4,"Flat monthly pricing tied to employee count bands, not per-user. SAML SSO included on Premier/Enterprise (add-on for Standard). SCIM-style directory sync is Enterprise-tier; multiplier computed as $719/$299.",2026-06-12
Workday,workday,gated,Enterprise,Contact Sales,Contact Sales (~$35-$100 PEPM),https://www.workday.com/en-us/pricing.html,HCM (PEPM),,,,No published pricing. PEPM commonly $35-$100. SCIM available but requires Enterprise tier and SSO must be configured first (otherwise 403).,2026-06-12
Wrike,wrike,gated,Pinnacle / Apex (formerly Enterprise),Contact Sales (Pinnacle/Apex),Team: $10/u/mo (annual),https://www.wrike.com/price/,Team,10,,,Wrike restructured plans in Jan 2026: standalone Enterprise tier end-of-sale for new buyers; SCIM now sits on custom-priced Pinnacle/Apex. Team plan price updated to $10/u/mo (annual). Business $25/u/mo annual.,2026-06-12
Writesonic,writesonic,unknown,—,Contact Sales,Lite: $16/mo flat,https://writesonic.com/pricing,Lite,,,,Enterprise lists SSO/SAML but no public documentation of native SCIM support. Could not confirm on 2026-06-12.,2026-06-12
Xero,xero,none,—,—,Early: $15/mo flat,https://www.xero.com/us/pricing-plans/,Early,,,,No native SSO or SCIM on any plan in 2026. All plans include unlimited users. Customers continue to ask publicly for Entra/SCIM support. Third-party SSO proxies (miniOrange) are the only path.,2026-06-12
Yardi,yardi,partial,Voyager Enterprise (via YardiOne),"Contact Sales (Voyager from ~$1,200/mo)",Breeze: $1/unit/mo (residential),https://www.yardibreeze.com,Breeze,,,,"Breeze is per-unit, not per-user. SCIM available only via YardiOne on Voyager Enterprise (custom pricing, $30K-$150K+/yr typical).",2026-06-12
Yodeck,yodeck,gated,Enterprise,Enterprise: $15/screen/mo,Basic: $8/screen/mo,https://www.yodeck.com/pricing/,Basic,8,15,1.9,"Priced per screen (treated as per-user for normalization). April 2026 price increase added $1/screen to Premium and Enterprise; Basic unchanged. SCIM, SSO, custom roles, audit logs all Enterprise-only.",2026-06-12
Zapier,zapier,gated,Enterprise,Contact Sales,Professional: $29.99/mo,https://zapier.com/pricing,Professional,,,,"Free + Pro ($29.99/mo) + Team ($103.50/mo) + Enterprise custom. SCIM, unlimited users, audit logs all gated to Enterprise. Pro is task-based flat, not per-user.",2026-06-12
Zendesk,zendesk,partial,Suite Professional,Suite Professional: $115/agent/mo,Suite Team: $69/agent/mo,https://www.zendesk.com/pricing/,Suite Team,69,115,1.7,SCIM 2.0 (via Okta/Entra) requires Suite Professional or above. Native SCIM not exposed publicly. Enterprise tier $169/agent/mo.,2026-06-12
Zeplin,zeplin,gated,Enterprise,Contact Sales,Team: $6/editor/mo,https://zeplin.io/pricing/,Team,6,,,Team plan price updated to $6/editor/mo (was previously listed as Starter $13.75). Organization $12/editor/mo (12-seat minimum). SCIM and SSO gated to Enterprise.,2026-06-12
zeroheight,zeroheight,none,—,—,Free; Starter ~$39-$49/editor/mo,https://zeroheight.com/pricing/,Free / Starter,,,,zeroheight has explicitly stated they do not support SCIM and have no plans to introduce it. SSO is Enterprise-only.,2026-06-12
Zight,zight,gated,Enterprise (Scale),Contact Sales,Pro: $9.95/u/mo,https://zight.com/pricing/,Pro,9.95,,,"June 2026 lineup refresh renamed Enterprise to Scale. Pro $9.95/u/mo, Team $12/u/mo. SCIM and SSO gated to Scale (custom).",2026-06-12
Zoom,zoom,gated,Business,Business: $18.33/u/mo,Pro: $13.33/u/mo,https://zoom.us/pricing,Pro,13.33,18.33,1.4,Free tier exists but Pro $13.33/u/mo is the cheapest plan a paying team would actually default to; SCIM 2.0 native requires Business $18.33/u/mo. Using Pro as team plan baseline yields ~1.4x jump.,2026-06-12
